Tanggal,Teks_Ulasan,Rating
2026-05-22 10:50:05,"Dev, tolonglah prize path itu yang bagus-bagus kayak dulu, seperti kolaborasi attack on titan atau transformer. Sekarang prize path nya kayak sampah, hadiahnya nggak jelas. Hadiah prize path yang sekarang karakter pemain bola, buat apa coba?. Mau perang atau main bola?. Kalau kayak dulu ok lah kayak attack on titan, karakter luffy-nya bagus, outfit titannya ok. Atau yang kayak transformer, dapat outfit bumblebee atau optimus itu bagus. Sekarang malah karakter pemain bola. buat apa?",2
2026-05-22 10:29:54,game nya sangat berat,5
2026-05-22 10:23:26,"Tolong untuk pencipta game ini, kurangi semua penyimpanan data gamenya. karena kebanyak orang HP mereka tidak mampu menyimpan semua data di game ini, jika dikurangi data game ini, maka PUBG banyak yang memainkannya, atau menjadi terpopuler di seluruh dunia.",2
2026-05-22 09:57:26,HP kentang bisa ap,2
2026-05-22 09:37:34,"tolong ya, event nya banyak...bagi sedikit skinnya, udah gacha berkali² tetep aja ga dapet skin",5
2026-05-22 09:26:30,"""Dear PUBG Admin, please consider removing the grading or tier system. A lot of players have quit playing because of it. I hope you will take this suggestion into consideration. Thank you."" 🙏🙏🙏",5
2026-05-22 08:58:23,"knp akun sya tiba"" di banned dan ada pemberitahuan kesalahan data dari pubg setelah di update beberapa hari,, tolong di buka kembali data sya",1
2026-05-22 08:32:33,pengalaman main di sini kurang memuaskan..sering kalah tiap kali start,1
2026-05-22 08:23:27,Game bagus,5
2026-05-22 08:18:11,menjadilebih😁👍😉,5
2026-05-22 05:19:10,kegagalan saya cuman dari hp kentang terus ganti jadi hp pro trus saya menjadi pro prayer sekarang propit saya lagi di legend,5
2026-05-22 04:59:05,balikin lagu alan walker dulu,3
2026-05-22 00:50:36,oke,5
2026-05-22 00:43:57,Susah menyebalkan mati terus mati lagi gagal chicken,2
2026-05-22 00:28:37,"Mantap deh pokoknya sudah lama main,tapi hari ini harus stop karena hp sudah tidak mampuu, trimakasih PUBG mobile sudah menami selama ini 🙏",5
2026-05-22 00:16:52,Good game,5
2026-05-21 23:34:31,"untuk Krifton. tolong hilangkan sistem bot player dalam permainan. itu ga membuat kami menikmati permainannya secara utuh, ditambah skill kami ga berkembang kalo hanya mengeliminasi mereka. semoga dimengerti",3
2026-05-21 23:16:55,Ayo download sekarang dan mari kita mabar sama sama,5
2026-05-21 23:00:12,👍 M4 glacier tolong di update lagi dong,5
2026-05-21 22:46:38,tolong hapus grading pubg,2
2026-05-21 21:58:27,coba dulu baru naikin bintang,2
2026-05-21 21:50:23,"maaf sebelumnya, untuk permainan in,bsa gak bos,jangan setiap saat update terus,masa iya update terus,ukuran update y pun trlalu besar,klu seperti in kan malas jadiy",1
2026-05-21 21:38:27,apakah Anda gak bisa mengurangi memori ini sudah 4gb kemakan nya,2
2026-05-21 21:26:39,sge gak,4
2026-05-21 21:04:44,"I want to get the Empor Glacier"" Note: ""Empor Glacier"" is written as it sounds, assuming it's a specific item, name, or term you're referring to. pliss",5
2026-05-21 20:58:06,karena sudah mau main malah keluar dan mb nya besar,2
2026-05-21 20:53:48,udah gak seru game ini berat di hp,1
2026-05-21 20:44:33,mantap grapik nya super smooth,5
2026-05-21 20:42:21,Hp jadi berat ketika kita maing POPG.d Hp Oppo A5,1
2026-05-21 20:19:29,game haram,1
2026-05-21 19:07:32,Map bermudah dan yang lain nya kok gk ada dulu ada dan pemain itu 100 orang sekarang kok 60 gk seru udah pugb yang versi sekarang,5
2026-05-21 18:41:23,maksih telah membuat game sebagus ini krafton 🥰,5
2026-05-21 17:44:52,bagus,5
2026-05-21 17:37:06,gacha x swit 300 kali belom dapet satupun!!!,1
2026-05-21 17:27:55,"Tolong Krafton rilis skin M4 upgrade di Royale pass atau di bonus pass, dan beri fitur transfer batu besar gilt ke siapa saja, saya mohon Krafton sebagai player gratisan 🙏🙏🙏",5
2026-05-21 17:17:45,ok,5
2026-05-21 17:16:46,ngapain bikin tim ai lagi gk jelas nih game lama lama guna kagak,1
2026-05-21 16:52:32,cuman bisa bilang bagus👍👍,5
2026-05-21 16:51:11,akun saya kena hack,1
2026-05-21 15:53:31,👍,5
2026-05-21 15:27:48,mantap,5
2026-05-21 15:23:10,"Game bagus , tapi kenapa ches rush di hapus",5
2026-05-21 15:12:24,terlalu banyak file download yg mempan waktu panjang setiap apdet bikin lama menunggu lebih baik hapus kembali ke ML,1
2026-05-21 14:20:23,sangat bagus,5
2026-05-21 13:45:08,aplikasi nya tidak bisa dibuka. kenapa begitu ya?,1
2026-05-21 12:39:15,barbar fps drop ❎️ ping turun ✅️,1
2026-05-21 12:30:42,"tombol tembaknya gak bisa di tekan pas main,",5
2026-05-21 11:44:28,"data obb rusak mulu, niat ga buat game? masa harus instal ulang mulu tiap update? gimana dah ini sejak ganti dev jadi aneh",1
2026-05-21 11:40:57,best,5
2026-05-21 11:17:09,"game banyak bug, mending gak usah di update lagi percuma",1
2026-05-21 11:16:50,good,5
2026-05-21 10:06:02,kenapa sekarang sering disconnect?,1
2026-05-21 09:46:18,"banyak event ga jelas, ini yang bikin player pubg malas main",1
2026-05-21 09:38:10,ulasan bersifat publik serta menyertakan info akun dan perangkat anda. pelajari lebih lanjut game ini bagus sekali tolong bagus si lagi game ini tolong bagus si lagi ya,5
2026-05-21 08:00:54,"ayolah,masa tiap update,jaringannya loncat Mulu sih,kapan gua mainnya tenang coooo",1
2026-05-21 07:22:14,keren mantap,5
2026-05-21 06:35:27,💯,5
2026-05-21 06:27:01,game nya seru banget,5
2026-05-21 05:20:19,game yang sangat suru dan saya suka✌✌,5
2026-05-21 05:18:00,game nya bagus bisa nya di hp yang kuat dan gaming tapi sayang bisanya online buat map latihan perang offline dong aku bosan bila tak ada wifi maupun kuota teman teman ku main hp aku enga 😭,5
2026-05-21 01:54:16,musik di lobby terlalu berisik,1
2026-05-21 01:04:59,bagus,1
2026-05-21 00:41:34,mantap jos sedap siap sigap cermat siaga cepat tanggap,5
2026-05-21 00:39:04,masih banyak bug yang belom di perbaiki,1
2026-05-21 00:29:16,"PUBG mobile is a very amazing game, PUBG always accompanies me when I am lonely.",5
2026-05-21 00:27:08,sangat bagus,5
2026-05-21 00:12:25,game ini sudah tidak intolerans lagi,1
2026-05-21 00:06:00,"cuman kasih saran,saya ping nya kalo main hijau terus,tapi kok suka nge lag padahal saya udah memakai handphone yang bisa dibilang ram nya cukup lah ya untuk memainkan game ini.saya mohon untuk devealover melihat atas semua keluhan yang setiap pemain complain ke devlovr,sekian & terima kasih",5
2026-05-20 23:53:22,"Pubg tolong perbaiki ini sekarang, saya melakukan pembelian dan tidak menerima pembelian tersebut, ada bukti lengkapnya semua, dan sudah dilihat dari buku pengaduan tidak berguna sama sekali, sekali lagi selesaikan ini juga kalau tidak saya TUNTUT",1
2026-05-20 23:44:02,KETEMU SERVER LUAR TERUS TOLOL TIBA TIBA MS NAIK APALAH PUBG NI GA KAYA DLU YANG BANYAK ORANG INDONYA SEKARANG KEBANYAK ORANG LUAR JADI NABRAK SERVER LUAR IDIOT,1
2026-05-20 23:40:50,"ngapain update mulu sih kocak data lu udah gemuk pemain pada uninstal,",1
2026-05-20 23:22:55,pubg ontop wkwk 🐣🐣🐣🐣🐣🐣🐣🐣🐣🐣,5
2026-05-20 23:16:40,game rusak top up uc 16rb 2x ga masuk maauk parah..,2
2026-05-20 22:55:48,apdate loading lama ga masuk²,2
2026-05-20 22:31:17,"event sekarang event teeburuk yang saya mainkan,,, event banyak bug lol",1
2026-05-20 22:08:08,"sekarang kek eeq main delay mulu, hp sy support, tapi pas event sekrang delay anjer apaan ini main",1
2026-05-20 22:07:44,untuk admin pubg hp saya jatuh pas lagi main pabji terpaksa pake hp ortu,5
2026-05-20 22:06:28,"haloo masih ingat saya? aku sudah ganti device lohhh dan aku sekarang udah bisa main pubg lagi, yang terakhir aku main pubg itu eummm 2023? entahlah tapi senang bisa memainkan game ini lagi 🔥🔥",5
2026-05-20 21:55:41,Tolong perbaiki jaringan di seluruh indonesia,4
2026-05-20 21:40:35,semenjak upadate terbaru ini naik rank nya susah turus tanda kalau ada musuh naik mobil kadang ada kadang tidak ada tolong di perbaiki lagi demi kenyamanan kita bermain trimakasih kau update lah reload senjata vss nya PUBG ngerti lah reload nya vss itu lama knpa gak di bnrin c astaga tolong lah,1
2026-05-20 21:14:17,saya kurangin bintangnya karena saya pas main 45ms masa ngelag tau tau mati. sering peladen ga respon juga. season ini season kacau banyak nge frame kalo lagi tembak tembakan sama musuh tolong perbaiki nama char saya SANSS'TuysKuys terimakasih harap dibaca tencent games,1
2026-05-20 21:02:46,"Game yang sangat seru dan penuh tantangan. Let's go... cobain sekarang, pasti menyenangkan!",5
2026-05-20 20:56:55,"game battle royal rasa game open world, Gameplay cuma buat explore map, terlalu membuang waktu, memang sih ada map ukuran kecil, tapi dari segi gameplay udah bagus 👍",4
2026-05-20 20:49:41,"yeeeee,, gua main balik oooookkk kangen apa pugjjj",4
2026-05-20 20:46:17,lama download nya,1
2026-05-20 20:36:49,sangat baik',5
2026-05-20 19:57:19,ping selalu merah padahal sinyal kenceng,1
2026-05-20 19:50:51,sdh lama berhenti main pubg akhirnya rindu main lg setelah diupdate tombol tiarap/ merayap tdk ada di game saya dan juga saat membawah / memikul teman tiba² jatuh. apalagi mau memutar badan untuk menembak kadang jadi lalot gerakannya itu saja sendiri terimakasih 🙏,5
2026-05-20 18:13:55,"Untuk pubg mobile,game ini bukan hanya semakin berat di performa namun sangat besar di bagian size aplikasi, bagaimana tidak. size nya hampir mencapai 30gb!! Ini tidak ramah hp kentang,tolong di kompres lagi sizenya turunkan sampe 19gb di bawah nya karena sangat² memakan memori internal.",5
2026-05-20 18:00:26,"Ya ya ya, saya setuju dengan semua orang yg mengkritik game ini, saya juga sudah berhenti main pubgm.",1
2026-05-20 16:38:10,bug nya perbaiki dulu,3
2026-05-20 16:33:33,game buruk,1
2026-05-20 16:09:27,gem ini sangat sangat tengeleng,5
2026-05-20 15:05:30,buat admin pubg minta tolong lah cok untuk M4 mohon untuk di kembalikan lagi demagenya lagi jangan di nerf gua lagi nembak musuh kena kepala itu berapa kali cok baru knock tolong lah jangan cok plis jadi nggak menantang lagi cok pubg pokoknya damage m4 harus kek dulu!!,2
2026-05-20 14:31:10,kebanyakan update ngen habis download harus download lagi aelah dah lama²meledak juga ni hp,3
2026-05-20 14:27:23,aku suka game ini sangat cocok untuk hari ini,5
2026-05-20 13:37:25,"Tolong diperbaiki bug nya seperti bug tidak bisa revive , bug masuk tembok, dan bug mobil menabrak benda tak terlihat",5
2026-05-20 13:16:30,Dev ini kenapa saya tidak bisa login akun google play hanya mentok d loading dan hanya ada tulisan mempersiapkan sumber daya,4
2026-05-20 12:24:02,Mntap bngettt,5
2026-05-20 12:12:00,good game in war world,5
2026-05-20 10:23:11,sangat bagus sekali game cocok pemula,5
2026-05-20 10:06:14,sangat bagus dan sangat seru,5
2026-05-20 09:40:56,kerja sama dengan film jhon wick pasti seru,5
2026-05-20 08:56:36,game nya jelek gabisa burik mati keluar asap,1
2026-05-20 08:53:45,"game ga jelas, jago dikit di observasi, jago dikit di observasi, aneh, gimana mau betah player, kalo di gituin Mulu, tolong di ilangin tuh observasi² yang ga jelas itu, jadi ga betah main, mending pensi.",1
2026-05-20 08:13:40,well,5
2026-05-20 06:54:35,"sistem grading konyol, membuat player kabur ke game lain",1
2026-05-20 06:31:16,aku dari kecil udah main PUBG terimakasih PUBG gem nya seru,5
2026-05-20 06:21:02,"bikin sistem grinding oke, tpi knp semua dipaksa di squad? knp tidak disesuaikan dengan mode masing2",2
2026-05-20 05:27:27,tolong min sesuaikan rank kalo ketemu mussuh,5
2026-05-20 03:35:27,"kebanyakan update, sekalinya update sampe 3 kali belom nanti pas gamplay nya skin nya update lagi",3
2026-05-20 02:49:33,"knp sih kontrol tidak responsif ketika 3 jarik nekan,, buka scope trus peak tekan tombol tembak ga nembak,, alhasil mati konyol",3
2026-05-20 01:06:37,game taek,1
2026-05-20 00:15:47,"dulu pas main masih banyak player seru, sekarang kebanyakan bot promax nya",1
2026-05-19 23:57:00,"GAME RUSAK, semenjak update banyak skali bug, dan salah satunya koneksi server error, kami player kehilangan poin sia², game rusak",1
2026-05-19 23:55:01,besar bgt gb nya,4
2026-05-19 23:25:32,banyak upgrade tapi Medan sama saja,1
2026-05-19 22:44:24,Game ini sangat bagus,5
2026-05-19 22:32:28,"MENURUT PENDAPAT SAYA PUBG CUKUP BAGUS, WALAUPUN SAYA MEMAINKAN NYA DI HP SEKELAS ENTRY LEVEL (sedang lah) DENGAN GRAFIS SMOOTH/BALANCE. DI IN GAME MUSUH YANG SAYA DAPATKAN SELAMA SAYA MAIN ADA KALANYA JAGO DAN ADA KALANYA JUGA TIDAK TERLALU JAGO. TAPI DISINI SAYA BERTERIMA KASIH KARNA TELAH MEMBERIKAN FITUR PEMILIHAN UKURAN APK UNTUK PUBG NYA SENDIRI YANG MAKSILAM PALING RENDAH 5GB DAN ITU UDAH CUKUP UNTUK DIVICE ENTRY LEVEL SEPERTI SAYA, THANK U KRAFTON🫡🫡",5
2026-05-19 22:11:50,masa ump kalah sakit sama crosboow sih..gak reall makin lama,1
2026-05-19 21:40:33,Amazing,5
2026-05-19 21:14:41,my favorite Game,4
2026-05-19 21:14:18,"bug revive, event terlalu sulit, tantangan achilles tidak cukup waktunya, sudah coba berulang-ulang tetap gagal",1
2026-05-19 21:06:57,gmn bug rivive ini ga bisaa apalahh game rusak,1
2026-05-19 20:58:32,"gem GC jelas dikit2 apdet mana lama apdetnya besar pula datanya, apdet y kira2 dong, lama bener ,",1
2026-05-19 20:37:52,males gw player lama setiap donwload obb pasti harus nunggu sebulan buat kerumah saudara males banget dah obb nya gak jelas padahal kan data gw banyak kenapa harus pake wifi di kira semua org pake wifi kali ya kalo error obb itu liatin berapa mb cuman stuck di loading screen mana tau resah gw lama lama mending gw pensi.,1
2026-05-19 20:37:23,game kontol,2
2026-05-19 20:19:51,agak sulit tapi okelah,5
2026-05-19 20:12:37,gamenya ngebosenin karena mode battle royal terus tolong tambahkan mode shoot loot kayak game arena breakout,4
2026-05-19 19:41:07,mantap,5
2026-05-19 19:20:19,game bagus tapi sayang sekali hp aku terlalu kentang when yah baru 🙃🙃,5
2026-05-19 18:21:43,pubg good,5
2026-05-19 17:26:09,"kenapa tidak bisa di mainkan versi solo, duo dan squad tidak seperti sebelum²nya mudah di mainkan... sekarang mentok di 13 saja pemainnya dan harus 100 biar bisa main, klo tdk ada pemain pakai bot saja. udah download gede² masak tidak bisa di mainkan 👎👎👎👎👎👎",1
2026-05-19 17:10:21,Game bagus Udah main dari season 6 seru banget,5
2026-05-19 17:09:11,knpa nih pubg serin ngebak kadan tombol rivive nya hilang anjir lahhh,1
2026-05-19 16:54:16,ini game ga bagus grafiknya jelek tembakannya ga bisa di targetin langsung mendingan donlownd free fire bisa di targetin,1
2026-05-19 16:53:49,makan banyak memori,1
2026-05-19 16:42:00,apalah nembak tembok bisa kena,1
2026-05-19 16:12:55,"gak adil bgt pubg, beda bgt player yang main pake internet jelek kartu pula sama yang internet wifi biznet, indihomo, atau lainnya di kasih bot di match ranked yang banyak, aedangkan gw di kasih bot dikit² bgt, kenapa gw tau dia player wifi karna pas dia dateng ke area gw nge lagg super parah, apalah gw, gak semua orang internetnya pake wifi fiber...!",1
2026-05-19 15:51:13,uda ku uninstall ini game..,1
2026-05-19 14:59:12,tlong bantu saya login pulg saya gk bisa ini kenapa padahal udh updet udh semua tpba² gk bisa msuk ngestak kalo bisa hubungi sy pribadi kalo bisaaaa yahhh gw pengen bgt. mainnya ini biar gw kasih liat masalah gw ke lu pd,1
2026-05-19 14:33:45,bodohh bug tombol revive,3
2026-05-19 14:20:12,gem cacat lama klo masuk TPP matchmeking solo rank knapa terjadi lama kali pas lgin,1
2026-05-19 13:55:55,"hallo pubg mobile, saya sudah download lagi pubg dan agak berapa lama sudah update ke 4.4 sudah update malah banyak bug bagaimana sihh pubg mobile. banyak bug, mulai dari : 1. bug tidak bisa merevive teman, tidak ada tombol revive 2. bug server down, satu team gw lag semua jaringan. ping jumping 100-150 ke atas. 3. bug sensivitas, tiba tiba sensi berubah sendiri dan acak gak beraturan. 4. bug grafik. SEMUA BUG ITU TERJADI KETIKA DI PERTENGAHAN MATCH. JADI MERUSAK MOOD ORANG MAIN GAME TAU",2
2026-05-19 13:49:14,gak bisa dimainin gamenya macam iblis kon loadingnya lama pula emang gamenya jelek banget zaman sekarang,1
2026-05-19 13:17:26,"ngestuck di logo terus "" ada kesalahan izin "" itu aja terus udah uninstal 5x tetap aj gitu game rusak",1
2026-05-19 11:50:34,"bug ngga bisa revive rekan tim ngga di fix, udah seminggu juga😮‍💨 aneh",1
2026-05-19 11:31:25,"setelah update event sparta, jaringan sering ga stabil, padahal wifi ku krncang bgt, dites ke game yang lain aman aja lancar jaya, game pubg sering bermasalah kalau dah update",3
2026-05-19 11:24:00,bug lagi main map livik layar getar padahal gyro pas ngeschope kadang geter kadang normal aneh,1
2026-05-19 11:03:50,"makin ga jelas sekarang,tiba² log out dan ga bisa masuk lagi,padahal udah 7 th",1
2026-05-19 10:22:53,aku ya ora paham arep komen kepriwe. soale uneg2 ku uwis wakilna kabeh.. ya pokoke doa ku sing terbaik bae y kanggo sedulur2.,5
2026-05-19 10:20:40,bagus,5
2026-05-19 10:00:13,game nya seru lancar dihp kentangku,4
2026-05-19 09:58:40,ADMIN YANG MEMBUAT GAME INI TOLONG!!perbaiki pubg mobile saya karena setiap saya mau main tiba tiba pubg saya sangkut sangkut atau patah patah dan ada keluar suara nyangkut tolong di perbaiki lagi mohon saya mau main pubg saya seperti dulu lancar dan ngak patah patah..................tapi boong,3
2026-05-19 09:55:47,bagi skin gratis dong atau use gratis 😂👍👍,5
2026-05-19 09:49:04,good game,5
2026-05-19 08:55:02,ok lah,4
2026-05-19 08:39:24,broadcast tim untuk M416 the fool di kasi juga biar tambh bagus,3
