Tanggal,Teks_Ulasan,Rating,Teks_Bersih,Teks_Stopword,Teks_Stemming
2026-05-25 07:41:33,hallo apkah bisa kolaborasi dengan Alan Walker lagi dengan lagi on my way dengan tema mengenang masalalu dan map.kayak di 2018,5,hallo apkah bisa kolaborasi dengan alan walker lagi dengan lagi on my way dengan tema mengenang masalalu dan mapkayak di,hallo apkah kolaborasi alan walker on my way tema mengenang masalalu mapkayak,hallo apkah kolaborasi alan walker on my way tema kenang masalalu mapkayak
2026-05-25 07:31:16,lumayan lah game nya tapi tolong pas grading kenapa kaya pada tau gitu pada ngincer,4,lumayan lah game nya tapi tolong pas grading kenapa kaya pada tau gitu pada ngincer,lumayan tolong grading kaya tau gitu ngincer,lumayan tolong grading kaya tau gitu ngincer
2026-05-25 04:48:52,sayangnya bot terlalu banyak jadi tidak seru,4,sayangnya bot terlalu banyak jadi tidak seru,sayangnya bot seru,sayang bot seru
2026-05-25 04:46:51,"game pubg sekarang sudah tidak sebaik thn 2018-2019.semenjak pubg pindah alam .pubg sekarang makin ngawur,hanya fokus ke iven,bukan lagi kepuasan player bermain.kasian player baru ,oh iya..sekarang pubg tidak melihat tier atau level player meskipun tier player rendah di pertemukan dengan pro player.otomatis tier rendah jadi santapan player pro.ya kan"".proteksi rating yg tidak sepadan.game tolol",1,game pubg sekarang sudah tidak sebaik thn semenjak pubg pindah alam pubg sekarang makin ngawurhanya fokus ke ivenbukan lagi kepuasan player bermainkasian player baru oh iyasekarang pubg tidak melihat tier atau level player meskipun tier player rendah di pertemukan dengan pro playerotomatis tier rendah jadi santapan player proya kanproteksi rating yg tidak sepadangame tolol,thn semenjak pindah alam ngawurhanya fokus ivenbukan kepuasan player bermainkasian player oh iyasekarang tier level player tier player rendah pertemukan pro playerotomatis tier rendah santapan player proya kanproteksi rating sepadangame tolol,thn semenjak pindah alam ngawurhanya fokus ivenbukan puas player bermainkasian player oh iyasekarang tier level player tier player rendah temu pro playerotomatis tier rendah santap player proya kanproteksi rating sepadangame tolol
2026-05-25 01:29:09,Makin hari kenapa makin eror ni pubg dah dekat chiken macam² tu muncul pembritahuan jaringan anda terputus koneksi eror emang tak bisa liat aku kalo main game bahagia kah pubg ni senang sekali aku cakap² emosi tiap hari akhir² ni,3,makin hari kenapa makin eror ni pubg dah dekat chiken macam tu muncul pembritahuan jaringan anda terputus koneksi eror emang tak bisa liat aku kalo main game bahagia kah pubg ni senang sekali aku cakap emosi tiap hari akhir ni,eror ni dah chiken tu muncul pembritahuan jaringan terputus koneksi eror emang liat main bahagia kah ni senang cakap emosi ni,eror ni dah chiken tu muncul pembritahuan jaring putus koneksi eror emang liat main bahagia kah ni senang cakap emosi ni
2026-05-25 00:49:06,"tolong perbaiki system banned kalian saya tidak melakukan apa"" mengapa saya di banned perjam!!",1,tolong perbaiki system banned kalian saya tidak melakukan apa mengapa saya di banned perjam,tolong perbaiki system banned banned perjam,tolong baik system banned banned jam
2026-05-24 23:38:54,game sampah soalnya akun gw mau lepas ikat Gmail gak bisa padahal Gmail lupa kata sandi nomernya udah hanguss udah beberapa ke customer service tapi no respon udah lah pensi aja maen game ke gini akun gw jadi akun mati Tencent haram,1,game sampah soalnya akun gw mau lepas ikat gmail gak bisa padahal gmail lupa kata sandi nomernya udah hanguss udah beberapa ke customer service tapi no respon udah lah pensi aja maen game ke gini akun gw jadi akun mati tencent haram,sampah akun lepas ikat gmail gmail lupa sandi nomernya hanguss customer service no respon pensi maen gini akun akun mati tencent haram,sampah akun lepas ikat gmail gmail lupa sandi nomernya hanguss customer service no respon pensi maen gin akun akun mati tencent haram
2026-05-24 23:34:05,jyjjur seru😙😙..,5,jyjjur seru,jyjjur seru,jyjjur seru
2026-05-24 23:12:39,20000💯💯💯💯💯,3,,,
2026-05-24 22:49:59,"sampah Helios, udh di ngetik jalan malah diem bae",3,sampah helios udh di ngetik jalan malah diem bae,sampah helios udh ngetik jalan diem bae,sampah helios udh ngetik jalan diem bae
2026-05-24 22:41:36,adain lagi rain sama mode night🥺,5,adain lagi rain sama mode night,adain rain mode night,adain rain mode night
2026-05-24 22:19:24,game paleh,1,game paleh,paleh,paleh
2026-05-24 22:14:30,please add errangel map in vs Ai mode like in livik vs Ai maps,5,please add errangel map in vs ai mode like in livik vs ai maps,please add errangel map in vs ai mode like in livik vs ai maps,please add errangel map in vs ai mode like in livik vs ai maps
2026-05-24 22:13:37,"game bapak"",isinya orang"" udah tua,gen melenial😭😭",4,game bapakisinya orang udah tuagen melenial,bapakisinya orang tuagen melenial,bapakisinya orang tuagen melenial
2026-05-24 21:50:18,"Parah UPDATE 250MB , udah 100% malah blom kelar"" ..",5,parah update mb udah malah blom kelar,parah update mb blom kelar,parah update mb blom kelar
2026-05-24 21:21:05,mantap dari 2019..,5,mantap dari,mantap,mantap
2026-05-24 21:02:07,"gem babi udah top up, Yusi nya g masuk",1,gem babi udah top up yusi nya g masuk,gem babi top up yusi g masuk,gem babi top up yusi g masuk
2026-05-24 20:33:45,Geme lain memang bagus tapi pubg lebih menggoda,5,geme lain memang bagus tapi pubg lebih menggoda,geme bagus menggoda,geme bagus goda
2026-05-24 20:26:47,mantap banget skrg fiturnya bagus,5,mantap banget skrg fiturnya bagus,mantap skrg fiturnya bagus,mantap skrg fiturnya bagus
2026-05-24 20:18:32,tolong lah masih banyak cheater ini,1,tolong lah masih banyak cheater ini,tolong cheater,tolong cheater
2026-05-24 20:06:00,Ok,5,ok,ok,ok
2026-05-24 20:03:51,mantap game ini,5,mantap game ini,mantap,mantap
2026-05-24 19:08:40,saya main,5,saya main,main,main
2026-05-24 18:31:59,terbaik,5,terbaik,terbaik,baik
2026-05-24 18:19:30,game bikin pusing gw aja mau nembak musuh gak tau di mana gw beri bintang 🌟 aja,1,game bikin pusing gw aja mau nembak musuh gak tau di mana gw beri bintang aja,pusing nembak musuh tau bintang,pusing nembak musuh tau bintang
2026-05-24 18:19:09,jelek banget,5,jelek banget,jelek,jelek
2026-05-24 17:34:36,apalah ini game lagi lagi seru serunya push awal season malah muncul problem gyroscope tiba tiba mati total padahal di pengaturan in game settingannya semua on udah di laporkan di in game langsung masalah tetap sama gimana ini developer mohon segera di perbaiki udah realog pun masih tetap nihil masalah gak kelar kelar,2,apalah ini game lagi lagi seru serunya push awal season malah muncul problem gyroscope tiba tiba mati total padahal di pengaturan in game settingannya semua on udah di laporkan di in game langsung masalah tetap sama gimana ini developer mohon segera di perbaiki udah realog pun masih tetap nihil masalah gak kelar kelar,apalah seru serunya push season muncul problem gyroscope mati total pengaturan in settingannya on laporkan in langsung gimana developer mohon perbaiki realog nihil kelar kelar,apa seru seru push season muncul problem gyroscope mati total atur in settingannya on lapor in langsung gimana developer mohon baik realog nihil kelar kelar
2026-05-24 17:08:01,"min anak saya ngeluh terus soal game pubg mobile kata anak saya dia butuh tas, helm dan rompi level 4-6 soal nya klo tas, helm dan rompi cuma sampe level 3 tas nya cepet penuh gitu minn🙏🙏",4,min anak saya ngeluh terus soal game pubg mobile kata anak saya dia butuh tas helm dan rompi level soal nya klo tas helm dan rompi cuma sampe level tas nya cepet penuh gitu minn,min anak ngeluh mobile anak butuh tas helm rompi level klo tas helm rompi sampe level tas cepet penuh gitu minn,min anak ngeluh mobile anak butuh tas helm rompi level klo tas helm rompi sampe level tas cepet penuh gitu minn
2026-05-24 17:05:39,saya suka game ini,5,saya suka game ini,suka,suka
2026-05-24 16:36:15,good,5,good,good,good
2026-05-24 16:06:30,epep ini burik,4,epep ini burik,epep burik,epep burik
2026-05-24 15:49:41,gameplay yang sangat bagus dan penuh adrenalin,5,gameplay yang sangat bagus dan penuh adrenalin,gameplay bagus penuh adrenalin,gameplay bagus penuh adrenalin
2026-05-24 15:20:57,"ini game mantap dari dapa game sebelah "" MC GOGO game settingan. game Judi Online. masih mending main game lain",5,ini game mantap dari dapa game sebelah mc gogo game settingan game judi online masih mending main game lain,mantap dapa sebelah mc gogo settingan judi online mending main,mantap dapa belah mc gogo settingan judi online mending main
2026-05-24 15:15:25,"saran saya, sediakan juga kapal very yg bisa mengangkut kendaraan jikalau tidak bisa lewat jembatan, biasanya musuh sering kali mengepung di jembatan",1,saran saya sediakan juga kapal very yg bisa mengangkut kendaraan jikalau tidak bisa lewat jembatan biasanya musuh sering kali mengepung di jembatan,saran sediakan kapal very mengangkut kendaraan jembatan musuh kali mengepung jembatan,saran sedia kapal very angkut kendara jembatan musuh kali kepung jembatan
2026-05-24 15:04:06,"Match matching nya gk JELAS semenjak grading"" t4i kucing!!!! , maen solo dikasih musuh top global full squad semua!!!",1,match matching nya gk jelas semenjak grading ti kucing maen solo dikasih musuh top global full squad semua,match matching gk semenjak grading ti kucing maen solo dikasih musuh top global full squad,match matching gk semenjak grading ti kucing maen solo kasih musuh top global full squad
2026-05-24 14:56:55,SAGAG KERENG,5,sagag kereng,sagag kereng,sagag kereng
2026-05-24 14:50:25,Tolong tambahkan mode bertemakan zombie seperti nya itu menarik ✨,5,tolong tambahkan mode bertemakan zombie seperti nya itu menarik,tolong tambahkan mode bertemakan zombie menarik,tolong tambah mode tema zombie tarik
2026-05-24 14:45:27,beacause their no auto aim,1,beacause their no auto aim,beacause their no auto aim,beacause their no auto aim
2026-05-24 14:18:37,event baru ada fitur gradingnya setiap masuk grading sl ngeframe parah pas ketemu musuh pasti ngefrem lag patah patah padahal kl gak grading semua normal lancar ni game makin buruk makin kedepan bukan makin enak d mainin malah makin busuk kayak bangke,2,event baru ada fitur gradingnya setiap masuk grading sl ngeframe parah pas ketemu musuh pasti ngefrem lag patah patah padahal kl gak grading semua normal lancar ni game makin buruk makin kedepan bukan makin enak d mainin malah makin busuk kayak bangke,event fitur gradingnya masuk grading sl ngeframe parah ketemu musuh ngefrem lag patah patah kl grading normal lancar ni buruk kedepan enak d mainin busuk bangke,event fitur gradingnya masuk grading sl ngeframe parah ketemu musuh ngefrem lag patah patah kl grading normal lancar ni buruk depan enak d mainin busuk bangke
2026-05-24 13:59:28,bagus banget tapi ada kekurangannya,5,bagus banget tapi ada kekurangannya,bagus kekurangannya,bagus kurang
2026-05-24 12:50:31,Belikan saya handphone yang mumpuni biar bisa main pubg lagi..,3,belikan saya handphone yang mumpuni biar bisa main pubg lagi,belikan handphone mumpuni main,belikan handphone mumpuni main
2026-05-24 12:50:03,tolonggg buatt para playerrr yang sering ngomen kok rumah nya kotak kotak kok Ng bagg kok Ngframeee itu bukan salah game PUBG nyaa justru hp nyaaa terlalu kentang jadi gituuu bukan masalah dalam game nyaaaa yaaa kan PUBG juga kalau ada bag dalam game nya mau pun loby ke apa ke kan langsung di perbaiki jadi gituuuu yaa,5,tolonggg buatt para playerrr yang sering ngomen kok rumah nya kotak kotak kok ng bagg kok ngframeee itu bukan salah game pubg nyaa justru hp nyaaa terlalu kentang jadi gituuu bukan masalah dalam game nyaaaa yaaa kan pubg juga kalau ada bag dalam game nya mau pun loby ke apa ke kan langsung di perbaiki jadi gituuuu yaa,tolonggg buatt playerrr ngomen rumah kotak kotak ng bagg ngframeee salah nyaa hp nyaaa kentang gituuu nyaaaa yaaa bag loby langsung perbaiki gituuuu yaa,tolonggg buatt playerrr ngomen rumah kotak kotak ng bagg ngframeee salah nyaa hp nyaaa kentang gituuu nyaaaa yaaa bag loby langsung baik gituuuu yaa
2026-05-24 12:45:13,sangat berkesan,5,sangat berkesan,berkesan,kesan
2026-05-24 12:38:56,"banyak bug , tombol banyak yg ga fungsi , makin kesini kok makin jelek",1,banyak bug tombol banyak yg ga fungsi makin kesini kok makin jelek,bug tombol fungsi kesini jelek,bug tombol fungsi kesini jelek
2026-05-24 11:19:13,"kecewa sama game pubg sekarang ,, makin banyak citer,, udah sering Nemu citer,, saya udah merasa bosan sama game ini",1,kecewa sama game pubg sekarang makin banyak citer udah sering nemu citer saya udah merasa bosan sama game ini,kecewa citer nemu citer bosan,kecewa citer nemu citer bosan
2026-05-24 11:10:54,"banyak bug. dari mulai wifi tidak bisa di akses, bug map, bug tampilan.",1,banyak bug dari mulai wifi tidak bisa di akses bug map bug tampilan,bug wifi akses bug map bug tampilan,bug wifi akses bug map bug tampil
2026-05-24 11:00:21,asik gamenya!!,5,asik gamenya,asik gamenya,asik gamenya
2026-05-24 10:48:14,kenapa gk bisa masuk aku baru main jadi gk tau cara masuk,1,kenapa gk bisa masuk aku baru main jadi gk tau cara masuk,gk masuk main gk tau masuk,gk masuk main gk tau masuk
2026-05-24 10:26:01,nice,5,nice,nice,nice
2026-05-24 10:15:57,sangat bagus udah 6 tahun main PUBG gak pernah bosan,5,sangat bagus udah tahun main pubg gak pernah bosan,bagus main bosan,bagus main bosan
2026-05-24 10:14:51,PUBG MOBILE🥇😍😍😍,5,pubg mobile,mobile,mobile
2026-05-24 10:07:47,makin lama makin besar data penyimanan,1,makin lama makin besar data penyimanan,data penyimanan,data penyimanan
2026-05-24 08:41:34,Papji,5,papji,papji,papji
2026-05-24 07:49:26,"fix frame drop ,dan lagg saat bermain , tolong smooth kan game chipset : Dimensity 6080 tolong boost performance",1,fix frame drop dan lagg saat bermain tolong smooth kan game chipset dimensity tolong boost performance,fix frame drop lagg bermain tolong smooth chipset dimensity tolong boost performance,fix frame drop lagg main tolong smooth chipset dimensity tolong boost performance
2026-05-24 07:17:19,bagus2 aja sihh ini game nyaa tapii masalah nyaa agak mudah panass kalo di HP oppo kuu,5,bagus aja sihh ini game nyaa tapii masalah nyaa agak mudah panass kalo di hp oppo kuu,bagus sihh nyaa tapii nyaa mudah panass hp oppo kuu,bagus sihh nyaa tapi nyaa mudah panass hp oppo kuu
2026-05-24 07:06:54,tolong jgn terlalu sering update,1,tolong jgn terlalu sering update,tolong jgn update,tolong jgn update
2026-05-24 06:48:16,"mau kasih saran untuk developer pubg, di bagian opsi pertempuran terkini (kalau mau undang tim kita yang sebelumnya) tolong kasih di bagian bawah nama mereka atau dimanapun riwayat kill atau skor tim kita sebelumnya supaya kita gampang temuin rekan tim sebelumnya yang gak beban atau jago, terlepas dari itu untuk update kali ini bagus banget walaupun ada beberapa bug yang cukup mengganggu pengalaman bermain player.",5,mau kasih saran untuk developer pubg di bagian opsi pertempuran terkini kalau mau undang tim kita yang sebelumnya tolong kasih di bagian bawah nama mereka atau dimanapun riwayat kill atau skor tim kita sebelumnya supaya kita gampang temuin rekan tim sebelumnya yang gak beban atau jago terlepas dari itu untuk update kali ini bagus banget walaupun ada beberapa bug yang cukup mengganggu pengalaman bermain player,kasih saran developer opsi pertempuran terkini undang tim tolong kasih nama dimanapun riwayat kill skor tim gampang temuin rekan tim beban jago terlepas update kali bagus bug mengganggu pengalaman bermain player,kasih saran developer opsi tempur kini undang tim tolong kasih nama mana riwayat kill skor tim gampang temuin rekan tim beban jago lepas update kali bagus bug ganggu alam main player
